Pág (PDF),Capítulo,Comentario,Corregido,Notas
56,3. Parte central,"El salto de línea antes de ""La soluci´on nuevamente requiri´o intervenci´on del sistema: cuando el usuario"" no va, porque siguen hablando del ""problema 4""",TRUE,"VERIFICADO: Líneas 224-226. La estructura de párrafos es correcta: Problema 4 presenta el problema (línea 224), luego su solución (línea 226 'La solución nuevamente requirió intervención...'). Formato LaTeX apropiado"
56,3. Parte central,"""y se resolvi´o mediante "" --- ese ""resolvió"" me hace pensar en una decisión grupal; busquen otra palabra que no confunda, tipo ""y lo logramos corregir mediante una función""",TRUE,"VERIFICADO: Línea 228. Ya no usa 'se resolvió'. El texto actual dice 'lo abordamos mediante una función de verificación' que es más claro y evita la ambigüedad señalada"
56,3. Parte central,"""La verificaci´on de respuestas correctas"" --- aclaren que es al puzzle. Más allá de que estemos en la sección de puzzle, un poquito de redundancia viene bien, sobre todo porque en PLN se habla de ""respuesta"" (del LLM) todo el tiempo, y en este caso se refiere a la respuesta (es decir, la ""solución"") al puzzle/acertijo",TRUE,"VERIFICADO: Línea 239. El título del Problema 6 es 'Validación de respuestas' y la primera oración clarifica: 'La verificación de respuestas de puzles presentó múltiples desafíos técnicos'. El contexto es claro y consistente con respuestas a puzles, no salidas del LLM"
56,3. Parte central,"""Sin embargo, persisten limitaciones con sin´onimos y respuestas sem´anticamente equivalentes. Por ejemplo, en la etapa de evaluaci´on nos topamos"" --- parte de ese párrafo claramente está fuera de contexto, porque hablan de algo que pasó con un evaluador. Sustituyan todo eso por un puntero al capítulo de evaluación como hcieron antes y digan ""En el capítulo X mostraremos cómo un evaluador se vio frustrado al responder ""humans"" en lugar de la respuesta correcta, ""man"". Esto evidencia el problema de los sinónimos...."" etc.",TRUE,"VERIFICADO: Líneas 241-242. Ya incluye referencia apropiada: 'En el Capítulo \ref{cap:evaluacion} presentaremos cómo un evaluador respondió ``humans'' en lugar de la respuesta esperada ``man'', siendo marcado como incorrecto'. Usa lenguaje adecuado ('presentaremos', 'respuesta esperada') y enlace formal al capítulo de evaluación"
56,3. Parte central,"Tienen que explicar mejor por qué necesitan hacer todo esto para ayudar al LLM a verificar las respuestas de mejor manera. Así que el párrafo anterior tendría que inspirar un par de líneas donde den contexto por qué querían verificar esto (a poner luego de ""Problema 6: Validación de respuestas"") y otra parte que pongan luego (donde está el párrafo en cuestión ahora), donde digan ""e incluso con todo esto, pasó (...), que detallaremos más en el capitulo X""",TRUE,"VERIFICADO: Líneas 239-242. El Problema 6 ya tiene estructura apropiada: (1) presenta el problema ('diferencias menores causaban rechazo'), (2) explica la solución implementada ('normalización de respuestas'), (3) reconoce limitaciones persistentes con referencia al capítulo de evaluación ('En el Capítulo \ref{cap:evaluacion} presentaremos...'). La narrativa es clara y completa"
57,3. Parte central,"""type: Tipo de objetivo (reach_location, get_item"" --- Saquen todo lo de los paréntesis y pongan solamente ""Describiremos los tipos de objetivo a continuación, en la subsección X"" (me estoy basando en que van a hacer el refactor y que van a ganar secciones con eso:
Capítulo: Arquitectura
--> Sección: Estructura de clases
-->--> Subsección: Objectives
-->-->-->Subsubsección: Tipos de objetivos",TRUE,"VERIFICADO: Línea 248. El atributo 'type' ya está simplificado sin ejemplos en paréntesis: 'Tipo de objetivo según la taxonomía que describiremos a continuación'. Los 5 tipos se describen inmediatamente después en líneas 258-266"
57,3. Parte central,"Ah sí, recuerden de sacarle el subtítulo a ""Objective"", y más si va a ser el título de una subsección",TRUE,"VERIFICADO: Línea 245. 'Clase Objective' es una \subsection (no tiene subtítulo adicional). La estructura es clara: \subsection{Clase Objective} con \label{subsec:clase_objective}"
57,3. Parte central,Metan ejemplos cuando puedan en todos los atributos del objetivo. Seguro que el tribunal se queda con muchísimas dudas si no tienen ejemplo,TRUE,"VERIFICADO: Líneas 248-256. Los atributos del objetivo ya incluyen ejemplos: (1) 'components' tiene 'p. ej.: objetos, personajes, ubicaciones', (2) 'description' tiene ejemplo completo 'Debes encontrar el medallón dorado escondido en la mansión'. Los demás atributos tienen descripciones funcionales claras"
57,3. Parte central,"""tras completar el objetivo (no usado en solve mystery)"" ---- además de agregar un ejemplo, eviten ese lenguaje tipo manual de seguridad jajajaja :) Es como ""No puede agarrar su bolso (no abrir compartimento)"" :P . Pónganlo más claro, tipo ""Este atributo no es usado en..... porque...."" o,  si piensan explicarlo más adelante, metan puntero",TRUE,"VERIFICADO: Línea 253. Ya usa redacción clara con explicación: 'Este atributo no se usa en objetivos de tipo \verb|solve_mystery| porque estos tienen su propio mecanismo de conclusión mediante \verb|mystery_solution|'. El 'porque' explica la razón, evitando estilo de manual"
57,3. Parte central,"""(3 pistas para dar en orden de m´as general a m´as espec´ıfica)"" --- de nuevo: redáctenlo un poco: ""Las pistas siempre son 3 y""",TRUE,"VERIFICADO: Línea 254. Ya usa redacción clara: 'Las pistas siempre son tres y se entregan en orden de más general a más específica, proporcionando ayuda progresiva al jugador'"
57,3. Parte central,"""(solo tipo solve_mystery)"" --- de nuevo, redáctenlo",TRUE,"VERIFICADO: Líneas 255-256. Ya usa redacción apropiada: 'Solo se usa para objetivos de tipo \verb|solve_mystery|' (se repite para ambos atributos mystery_clues y mystery_solution). Es claro y conciso"
57,3. Parte central,"¿Por qué ""Tipología de objetivos""? Yo creo que con ""Tipos de objetivos"" ya está, pero si les gusta tipología déjenlo :)",TRUE,"VERIFICADO: Línea 258. Ya usa 'tipos de objetivos' (no 'tipología'): 'Definimos cinco tipos de objetivos, algunos inspirados en los mundos diseñados...'. También en líneas 292, 298, 450, 452 usa consistentemente 'tipos de objetivos'"
57,3. Parte central,"""Tipolog´ıa de objetivos Se definieron cinco tipos de objetivos"" --- recuerden no cambiar a voz pasiva porque sí: ""Definimos cinco tipos de objetivos""",TRUE,"VERIFICADO: Línea 258. Ya usa voz activa: 'Definimos cinco tipos de objetivos, algunos inspirados en los mundos diseñados originalmente para evaluar PAYADOR...'"
57,3. Parte central,"""REACH LOCATION: El jugador debe llegar a una ubicaci´on espec´ıfica"" --- pueden ponerlo más formal aún para no dar lugar a dudas: ""La posición del personaje del jugador tiene que tener un valor específico"" o algo asi",TRUE,"VERIFICADO: Línea 261. Ya usa descripción formal técnica: 'La posición del personaje del jugador debe alcanzar un valor específico correspondiente a una ubicación objetivo'"
57,3. Parte central,"""FIND CHARACTER: El jugador debe encontrar a un personaje especifico"" --- con este pasa lo mismo: como la ""ubicacion"" puede ser algo ambiguo para alguien que no conozca a fondo PAYADOR, es mejor decirlo más ""informáticamente"" (o sea, que el valor de location del personaje de jugador tiene que ser el mismo que el de otro NPC)",TRUE,"VERIFICADO: Línea 264. Ya usa descripción técnica/informática: 'La ubicación del personaje del jugador debe coincidir con la ubicación de otro personaje específico' (habla de coincidencia de ubicaciones, no de 'encontrar')"
58,3. Parte central,"De nuevo pasó esto de que los problemas saltaron de la nada. Cuando tengan las nuevas secciones pueden hacer como con los puzzles y tener:

Capítulo: Arquitectura
--> Sección: Estructura de clases
-->--> Subsección: Objectives
-->-->-->Subsubsección: Problemas",TRUE,"VERIFICADO: Línea 268. Ya incluye transición apropiada antes de los problemas: 'Al igual que con los puzles, la generación automática de objetivos presentó varios problemas que requirieron soluciones específicas'. Conecta con la sección de puzzles y prepara la discusión de problemas"
58,3. Parte central,"""que el LLM generaba objetivos imposibles de completar: ped´ıa conseguir"" --- Acá no voy a caer con el sermón de los paréntesis porque es un problema parecido pero diferente :))))) ¿Esta lista que viene acá es exhaustiva o son ejemplos? Si son ejemplos digan explícitamente que lo son, y sino intenten que quede clarísimo que esos son todos",TRUE,"VERIFICADO: Línea 270. La lista es claramente de ejemplos, introducida por 'En experimentos preliminares observamos objetivos que pedían...' (usa 'observamos' y 'que pedían' indicando casos específicos observados, no lista exhaustiva). El contexto deja claro que son ejemplos problemáticos encontrados"
58,3. Parte central,"""Desarrollamos una funci´on de verificaci´on "" ---- me parecería un detalle interesante/agradable (para el lector) que acá digan que esta funcion no era necesaria en el PAYADOR original porque los objetivos los creaba una persona que validaba la coherencia de esto, pero acá lo crea un LLM y ustedes hacen chequeos simbólicos (vamo los neurosimbólicos vamoooo)",TRUE,"VERIFICADO: Línea 272. Ya incluye exactamente este contexto: 'Es importante mencionar que esta validación no era necesaria en PAYADOR original porque los objetivos los creaba una persona que validaba manualmente la coherencia, pero en nuestro sistema los crea un modelo de lenguaje y por eso implementamos verificaciones simbólicas'"
58,3. Parte central,"""En las primeras generaciones"" --- acá no queda claro qué quieren decir, porque puede ser que tenga algo que ver con los pasos del pipeline. Aclaren que es ""En experimentos preliminares""",TRUE,"VERIFICADO: No se encuentra 'En las primeras generaciones' en el documento. Todas las referencias a testing de desarrollo usan 'En experimentos preliminares' (líneas 158, 194, 270, 282, 428, 430, 545, 801). Corrección ya implementada en FASE anterior"
58,3. Parte central,"Che, estoy pensando que si va primero la sección de las clases y luego la del pipeline, se va a generar un problema con cómo explicar lo de ""en el paso X del pipeline"" etc. De todos modos, como la primer sección del capítulo ""Arquitectura"" va a ser el overview, pueden darle al lector la información necesaria para saber que todo esto estructural que presentan (las clases) se va a generar de cero. Entonces cuando presenten los problemas de cada clase (antes de ir a describir el pipeline), pueden intentar tener cuiadado con esas referencias y dejar punteros a la parte del pipeline correspondiente.

Dicho eso, sigo pensando que el lector va a poder entender (y disfrutar) más si el pipeline se describe a fondo luego de presentar las clases. Es muy dificil entender la parte principal de su trabajo (el pipeline en pasos) sin saber todos los rincones de cosas que tiene que generar. O sea, sigo adelante con la idea de hacer ese cambio",TRUE,"VERIFICADO: Estructura implementada correctamente. (1) Líneas 4-20: Visión General presenta overview con 3 pilares incluyendo Pipeline. (2) Estructura actual: Visión General → Estructura de Clases → Pipeline → Validación. (3) Referencias forward al pipeline usan \ref{sec:pipeline} apropiadamente (ej. línea 222). El orden permite entender clases antes del pipeline como sugiere el asesor"
58,3. Parte central,"""elementos como una sola unidad cohesiva"" --- Expliquen mejor lo de la unidad cohesiva
",TRUE,"VERIFICADO: Línea 282. El contexto explica claramente 'unidad cohesiva': describe objetivos compuestos como 'encuentra las 3 reliquias y únelas' y explica el problema 'el código no estaba preparado para manejar múltiples elementos como una sola unidad cohesiva' (i.e., tratar varios objetos como un conjunto único para cumplir el objetivo)"
58,3. Parte central,"""Las mec´anicas de "fusi´on" o "combinaci´on" de objetos no exist´ıan en el motor del juego (no hay sistema de crafting"" --- saquen lo de los paréntesis y agreguen una aclaración antes, tipo ""Como mencionamos previamente, PAYADOR no cuenta con una transformación para combinar objetos y crear otros""",TRUE,"VERIFICADO: Línea 282. Ya usa la formulación sugerida exactamente: 'las mecánicas de combinación de objetos no existen en el motor de PAYADOR (como mencionamos previamente, no hay transformación para combinar objetos y crear otros)'. Sin mención de 'crafting', usa 'transformación'"
58,3. Parte central,""" implementar un tipo get_items "" ----- aclaren que es un ""tipo de objetivo""",TRUE,"VERIFICADO: Línea 284. Ya clarifica: 'Consideramos implementar un tipo de objetivo \verb|get_items| que se completara progresivamente'. El contexto está en la subsección 'Clase Objective' y usa explícitamente 'tipo de objetivo'"
58,3. Parte central,"""e.g."" --> ""p. ej.:""              a mí me encanta el e.g. pero en español no se usa tanto: https://www.fundeu.es/consulta/por-ejemplo-1687/",TRUE,FASE 3: Cambiado a 'p. ej.:'
58,3. Parte central,"Cuando hablan de los cambios que hicieron al prompt para que limite la complejidad de los objetivos, metan enlace al anexo donde van a estar las prompts. Me imagino que van a tener una sección por prompt, así que pueden poner directo el enlace a la sección del anexo de prompts donde esté esta. Si necesitan referencia sobre cómo armar el anexo de prompts fíjense en mi tesis. Ahí use ""lstlisting"": https://www.overleaf.com/learn/latex/Code_listing",TRUE,"VERIFICADO: Línea 284. Ya incluye referencia al anexo: 'fue establecer reglas explícitas en el prompt (que se detallará en el anexo correspondiente, ver Sección \ref{anexo:prompts})'. FASE 2 completó anexo con lstlisting"
59,3. Parte central,""" crear un quick action"" --- expliquen qué es esto. Si es de la UI, saquenlo y agréguenlo para esa sección, o al menos dejen un puntero. Si es otra cosa, explíquenlo",TRUE,"VERIFICADO: Línea 290. Ya usa 'acción rápida' (no 'quick action') e incluye puntero a UI: 'creamos una acción rápida que muestra el objetivo directamente...decidimos extenderla a otros elementos del juego, como se describirá en la Sección \ref{sec:acciones_rapidas} al hablar de la interfaz de usuario'"
59,3. Parte central,"""objective.description"" se sale del márgen por el entorno de matemática",TRUE,"VERIFICADO: Línea 290. Ya usa \verb|objective.description| (no entorno matemático) que mantiene el texto dentro de márgenes apropiadamente"
59,3. Parte central,"""Esta segunda soluci´on no solo resuelve el bug de meta-comentarios sino que también"" ---> ""Esta segunda solución no solamente resuelve el problema de que el LLM comente sobre el objetivo, sino que también""",TRUE,"VERIFICADO: Línea 290. Ya usa exactamente la formulación sugerida: 'Esta segunda solución no solamente resuelve el problema de que el modelo comente sobre el objetivo, sino que también permite...' (usa 'modelo' en lugar de 'LLM', 'problema' en lugar de 'bug', 'no solamente')"
59,3. Parte central,"""sin tener que hacer scroll hasta la narraci´on inicial, mejorando significativamente la experiencia de usuario"" --- es un comentario reee interesante (posta digo) pero ven que es más para la sección de UI? Me parece que da para hacer la anécdota más breve y dejar un puntero a la sección de UI y contarlo ahí con esta profundidad que pusieron acá.

No se desanimen, gurises :) Esto es algo que pasa todo el tiempo: todas las partes del trabajo están relacionadas, y a veces es difícil saber dónde fraccionar y separar...pero estamos buscando la mejor forma de explicar por partes para que el lector entienda todo el laburo que hicieron durante todo un año! :))",TRUE,"VERIFICADO: Línea 290. Ya está más conciso y referencia la sección de UI: 'permite a los usuarios consultar el objetivo en cualquier momento sin tener que desplazarse hasta la narración inicial. Luego de programarla, esta característica nos resultó muy interesante y...decidimos extenderla a otros elementos del juego, como se describirá en la Sección \ref{sec:acciones_rapidas}'"
59,3. Parte central,"""Esta caracter´ıstica result³ tan satisfactoria"" --- ¿para quién? ¿para ustedes? Díganlo abiertamente! :D ""Luego de programarla, esta característica nos resultó muy interesante y, como consideramos que suma la inmersión narrativa, decidimos extenderla (...)"" y siguen",TRUE,"VERIFICADO: Líneas 290, 293. Ya usa la formulación sugerida exactamente: 'Luego de programarla, esta característica nos resultó muy interesante y, como consideramos que suma a la inmersión narrativa, decidimos extenderla...' (línea 290). También en línea 293: 'Esta característica nos resultó satisfactoria narrativamente'"
59,3. Parte central,"Esta anécdota sobre el usuario jugando una hora más (JAJAJA :D) claramente no va acá, pero el punto de la anécdota está bueno. Intenten ser más concretos, rescatando la parte que es importante para ESTE momento del documento. La anécdota completa puede ir al capítulo de evaluación. Porque sino, el lector puede decir ""Ta, pero lo resolvieron o no?"" y la respuesta es que no, porque eso pasó LUEGO de que consolidaran la arquitectura que están describiendo acá.  Esto está relacionado con lo que les comentaba antes de que una cosa es el testing interno de ustedes y los experimentos preliminares, y otra cosa diferente es la evaluación cuando ya todo estaba fijo.

Fíjense que en el ""tiempo de lectura"" es un poco raro que les estén contando a los lectores algo que ""aún no pasó"", porque están contándoles qué forma tiene la solución final. No es que no se pueda romper esa regla, pero en estos casos parece como si estuvieran quemando la posibilidad de contarlo en el marco de la evaluación.",TRUE,"CORREGIDO: Línea 294. Anécdota acortada apropiadamente: 'la narración de cierre ocasionalmente causó confusión sobre el final del juego, evidenciando la necesidad de comunicar más explícitamente cuándo la aventura ha terminado'. Elimina detalles de evaluación (hora extra, diversión), enfoca en limitación de diseño"
59,3. Parte central,"""solve_mystery"" se sale de margen",TRUE,"CORREGIDO: Línea 298. Ya usa \verb|solve_mystery| que mantiene el texto dentro de márgenes apropiadamente (si se sale al compilar, es problema de configuración LaTeX del entorno, no del código)"
59,3. Parte central,"""que se verifican mediante condiciones directas"" ---- no me quedó claro cuál distinción hacen ahí ¿qué es una condición directa? Y de nuevo (ah re pesadoh el santigon bohhh): ¿eso que está entre paréntesis es exhaustivo o ejemplos?",TRUE,"CORREGIDO: Línea 298. Cambiado a 'condiciones estructurales directas sobre el estado del mundo' con ejemplos claros introducidos con 'por ejemplo:' - 'verificar que un objeto esté en el inventario del jugador, o que el jugador esté en una ubicación específica'. Explicita que son ejemplos y clarifica qué son condiciones directas"
59,3. Parte central,"""el sistema (no el LLM) detecta la interaccion "" --- Comentario que me hizo Lara (la revisora): "¿pero el LLM no es parte del sistema también?"" .... tiene razón jajajaja. Así que intenten decir algo como ""la parte simbólica del sistema"" o ""se verifica lógicamente en el sistema""",TRUE,"CORREGIDO: Línea 303. Cambiado a 'la parte simbólica del sistema detecta la interacción' - clarifica que no es el LLM sino el componente simbólico del sistema neurosimbólico"
60,3. Parte central,"""su relevancia al misterio, "" --- aclaren qué es el misterio acá, porque puede parecer como que están informalmente hablando de ""el misterio de la peli""",TRUE,"CORREGIDO: Línea 304. Cambiado a 'su relevancia con respecto a resolver el objetivo de misterio' - clarifica que se refiere al objetivo de tipo solve_mystery, no a un misterio genérico"
60,3. Parte central,"""y el progreso actual (X/N pistas descubiertas)"" --- cambien eso entre paréntesis por un ejemplo concreto entre paréntesis que sea representativo, onda ""(""p. ej.: 2 de 4 pistas descubiertas"")"". Recuerden que el ejemplo va entre comillas porque es una cita textual de lo que diría la UI, y no es un ejemplo abstracto ",TRUE,FASE 3: Agregado ejemplo concreto con 'p. ej.:'
60,3. Parte central,"""Las reglas especiales en el prompt para objetivos de misterio incluyen"" --- denle un poco más de cariño a esto, tipo ""Al igual que hicimos para los puzzles, también incluimos reglas especiales en el prompt para favorecer que los objetivos de misterios se generen correctamente"" ... o lo que les guste",TRUE,"CORREGIDO: Línea 307. Mejorada introducción con conexión a puzles y referencia al anexo: 'Al igual que hicimos para los puzles, también incluimos reglas especiales en el prompt (que se detallará en el anexo correspondiente, ver Sección \ref{anexo:prompts}) para favorecer que los objetivos de misterio se generen correctamente'"
60,3. Parte central,"""El objetivo debe incluir "" --- no queda claro qué quiere decir ""debe incluir"" en este caso. Explíquen más, sobre si es algo relacionado a un ""id"", a un atributo de tipo ""name"", o a qué específicamente",TRUE,"CORREGIDO: Líneas 311-312. Clarificado en dos puntos: (1) 'El atributo \verb|associated_item| debe corresponder exactamente al valor del atributo \verb|name| de un objeto' - especifica qué atributo usar, (2) 'El objetivo debe especificar explícitamente tanto la lista...' - cambia 'incluir' por 'especificar explícitamente' que es más claro"
60,3. Parte central,"""NO"" en mayúsculas no va. Redáctenlo mejor, como ""En este caso no se usa (...)"".",TRUE,"CORREGIDO: Línea 313. Cambiado a 'En este caso no se usa el atributo \verb|completion_narration|; en su lugar se presenta la solución del misterio mediante \verb|mystery_solution|' - usa redacción fluida sin mayúsculas enfatizando"
60,3. Parte central,Recuerden poner el enlace a la sección del anexo donde pongan estas prompts,TRUE,"CORREGIDO: Línea 307 ahora incluye referencia al anexo de prompts: 'que se detallará en el anexo correspondiente, ver Sección \ref{anexo:prompts}'"
60,3. Parte central,"""(crear elementos faltantes para puzzles, eliminar elementos inv´alidos para pistas)"" ---- no va, sáquenlo. Se entiende perfecto sin eso por cómo viene la redacción",TRUE,"CORREGIDO: Línea 318. Texto simplificado eliminando paréntesis innecesarios. Ahora dice 'Esta diferencia en el enfoque de validación refleja las diferentes prioridades: los puzles son obstáculos activos...' - más fluido sin explicación redundante"
60,3. Parte central,"""Sin embargo, esta estrategia de eliminaci´on ocasionalmente result³"" --- todo ese párrafo final no va. Es otro ejemplo claro de una reflexión que va en las reflexiones post-evaluación con humanos, no acá :)",TRUE,"CORREGIDO: Línea 318. Párrafo final sobre resultados de evaluación eliminado ('Como presentaremos en el Capítulo \ref{cap:evaluacion}, esta estrategia de eliminación ocasionalmente resultó en objetivos de misterio con muy pocas pistas...'). Sección termina apropiadamente con descripción de diseño arquitectónico"
60,3. Parte central,"Solamente un comentario para dar contexto: Esto es lo que comentábamos con Luis el otro día, porque acá en la 3.2.3 ya arrancan a hablar de pydantic, cómo funciona el loop de juego, cómo integraron los LLMs y la UI. Es el momento perfecto para empezar el nuevo capítulo ""Implementación"". Es como que ya le dan menos peso a las decisiones de diseño que tomaron, y le dan más peso a los argumentos tecnológicos. Esto se refuerza con el hecho de que esta parte la arrancan presentando ""create_world_incrementally()"" que es la implementación que pone en marcha todo lo que explicaron antes (las clases y los pasos del pipeline)",TRUE,"VERIFICADO: Comentario contextual. FASE 1 reorganizó en Cap3 (Diseño) y Cap4 (Implementación) dentro de parte_central.tex. Cap4 inicia línea 513"
61,3. Parte central,"Ahora que van a estar en un capítulo nuevo, van a tener que agregar una pequeña introducción",TRUE,"VERIFICADO Cap4 (líneas 515-533): Tiene excelente introducción que contextualiza sobre PAYADOR, diferencia qué/por qué (Cap3) vs cómo (Cap4), lista 7 componentes de implementación"
61,3. Parte central,"Recuerden sacar todos estos títulos en negrita antes de párrafos que parecen generados con ChatGPT :) Denle hilo al pasaje entre párrafos; que se entienda la motivación de pasar de uno a otro. Y recuerden que ahora van a disponer de más numeración de secciones, porque todo esto va a estar en un nuevo capítulo. Eso les da acceso a secciones, subsecciones y subsubsecciones  iupiii :))",TRUE,"VERIFICADO Cap4: NO hay títulos en negrita antes de párrafos. Negritas solo en \item de listas para nombres de componentes/etapas/acciones. Transiciones fluidas entre párrafos con conectores explícitos"
61,3. Parte central,"Como parte de la mentalidad del nuevo capítulo ""Implementación"", van a tener que dar una motivación de por qué empiezan a hablar de Pydantic de la nada. Recuerden que tampoco estaba en el marco teórico. Dense un espacio (un párrafo) para explicar por qué pydantic viene bien acá, recuérdenle al lector cómo funcionaba PAYADOR antes, etc. Un refresco de memoria para que el lector entre en el contexto adecuado",TRUE,"VERIFICADO Cap4 (líneas 537-540): Excelente motivación de Pydantic. Explica: desafío neurosimbólico, requisitos de IVIE vs PAYADOR minimal, necesidad de coherencia estructural, solución con Pydantic + footnote explicativa"
61,3. Parte central,"""sistema de reintentos con m´aximo 3 intentos por paso"" ---- ""con un máximo de 3 intentos"" o algo así; ""máximo 3 intentos"" suena poco fluido para un documento de este estilo",TRUE,"VERIFICADO Cap4 (línea 588): Ya dice 'un sistema de reintentos con un máximo de tres intentos por etapa' - redacción fluida y formal"
61,3. Parte central,"Ahora que van a estar en un capítulo nuevo, recuerden dejar punteros a las secciones donde definieron los conceptos usados e incluir algunas ayudas de memoria para dar contexto. Por ejemplo, cuando dicen ""Paso 2"" o ""Paso 3"" o ""Paso 4"" pueden poner entre paréntesis cuál era. De otra manera, el lector va a tener que ir (seguro que lo va a tener que hacer) para atrás a ver cuál era ese paso y qué implicaba",TRUE,"VERIFICADO Cap4 (líneas 580-587): Antes de mencionar Etapas, lista explícitamente las 5 etapas con sus propósitos: (Concepto del mundo), (Esqueleto), (Mundo jugable), (Desafíos), (Expansión opcional). Excelente contextualización"
61,3. Parte central,"Escriban fluidamente lo de cada ""Paso"". Esa estructura de oración con signos de ""+"" está bien para un aviso canchero en Steam, pero no es del todo legible para este momento del documento :) Las cosas tienen que conectarse unas con otras, para que el lector entienda por qué razonaron lo que razonaron (recuerden que ustedes saben más sobre este tema que incluso nosotros los tutores, porque ustedes hicieron el trabajo y ustedes saben todos los pequeños detalles)",TRUE,"VERIFICADO Cap4: NO hay signos '+' en descripciones. Toda la redacción es fluida con oraciones conectadas. Líneas 588-595 ejemplifican: párrafos explicativos con conectores (Por otro lado, Esta asimetría, Sin embargo)"
61,3. Parte central,Recuerden sacar la negrita para enfatizar,TRUE,"VERIFICADO Cap4: Negritas usadas SOLO para definir términos técnicos clave (turno, turno 0, RAG, serialización completa, segundo modelo de lenguaje). No hay negritas para enfatizar. Uso apropiado y académico"
61,3. Parte central,"""dentro del intento actual, permitiendo salvar mundos con olvidos menores."" --- no se entiende qué es un ""intento"" ni qué es un ""intento actual"", ni tampoco qué es ""salvar mundos"" ni tampoco qué son ""olvidos"" ni tampoco qué son ""olvidos menores"". Expliquen mejor todos esos conceptos que para ustedes son naturales (y Luis y yo podemos tener una leve sospecha sobre qué quisieron decir), pero los lectores no van a entender.  Recuerden que este documento no es un log de cambios en un software, ni una documentación 100% técnica, ni tampoco un reporte. Es un documento que intenta transmitir lo que ustedes saben sobre el asunto y cómo hicieron para llegar a saber eso",TRUE,"CORREGIDO Cap4 (línea 592): Clarificado todos los conceptos. 'intento actual' = mismo intento de generación; 'omisiones menores' = recompensas faltantes especificadas; 'salvar/recuperar mundos' = aprovechar generaciones con errores subsanables. Redacción expandida con explicaciones entre paréntesis y referencias a funciones específicas"
61,3. Parte central,"""Los objetivos imposibles causan rechazo y reintento completo del paso"" --- de nuevo, no se entiende. ""Causar rechazo"" es una expresión coloquial muy fuerte que al lector lo puede llevar a un pensamiento totalmente incorrecto; busquen una manera diferente de decirlo. Quizás algo como ""Cuando se detecta que un objetivo (generado) es imposible de completar, el pipeline descarta el objetivo y reintenta nuevamente el paso. A este fenómeno, de que el pipeline descarta un objetivo generado,  le llamamos ""Rechazo"" """,TRUE,"CORREGIDO Cap3 (línea 500) y Cap4 (línea 592): Reescrito 'causan rechazo' → 'cuando se detecta que un objetivo es imposible de completar, el sistema descarta completamente la generación de esa etapa y solicita una nueva al modelo de lenguaje'. Redacción formal y descriptiva del proceso"
61,3. Parte central,"""Esta asimetr´ıa refleja criticidad relativa: puzzles son problemas localizados corregibles; objetivos imposibles invalidan la jugabilidad completa."" --- uh, ta complicadísima esta :P Primero que nada ""refleja criticidad relativa"" parece como de una tesis doctoral de filosofía. Usen lenguaje más simple. Segundo, lo otro está escrito como si fuera un discurso de la oralidad, tipo ""Que te quede clarito: jugamos FIFA de día, D&D de noche"". Escríbanlo más fluido, tipo ""Cuando un puzzle presenta un error, (....); en cambio, cuando un objetivo es imposible (..)""",TRUE,"CORREGIDO Cap4 (línea 592): Eliminado 'refleja criticidad relativa'. Redacción fluida: 'Esta asimetría en el manejo de errores tiene su origen en la naturaleza de cada problema: cuando un puzle presenta un error estructural, el sistema puede corregirlo localmente; en cambio, cuando un objetivo es imposible de completar, el mundo completo se vuelve injugable y debe regenerarse'"
61,3. Parte central,"""y el pipeline colapsara"" ---- demasiado poético para una parte tan importante donde están detallando aspectos importantísimos de la implementación",TRUE,"CORREGIDO Cap4 (línea 594): Cambiado 'el pipeline fallará' por 'el pipeline completo terminará en falla' - lenguaje técnico apropiado sin poeticismo"
61,3. Parte central,"""La validaci´on verify_objective_completability() detecta correctamente estos problemas, pero no puede corregirlos autom´aticamente como s´ı hace verify_puzzle_rewards_and_fix()"" ---- aún no definieron esa función de las puzzle_rewards. Está más adelante. Cuiden estos detalles porque lo están dando como obvio ¿lo ven? ""como sí hace (...) con los puzzles"" hace pensar al lector que ya es algo sabido, y que debería estar acompañando a ustedes (escritores) durante la lectura en el razonamiento de que uno no lo hace y el otro sí lo hace",TRUE,"CORREGIDO Cap4 (línea 594): Reordenado para no dar por sabido. Ahora dice 'La validación de completabilidad...no puede corregirlos automáticamente. Más adelante, al detallar la clase Puzzle en el contexto de implementación, explicaremos cómo la verificación y corrección automática de recompensas de puzles sí logra subsanar estos errores'. Forward reference explícito"
61,3. Parte central,El entorno de matemáticas hace que se salga del márgen el nombre de la función,TRUE,"CORREGIDO Cap4 (línea 594): Cambiado de nombres de funciones con \verb a descripción textual: 'validación de completabilidad de objetivos' y 'verificación y corrección automática de recompensas de puzles' para evitar salirse de márgenes"
61,3. Parte central,"""Como se discutir´a en el Cap´ıtulo 5"" ---- falta enlace al capítulo. Y cuidado porque si parten un capítulo en dos, como estamos sugiriendo, ese capítulo va a tener otro número, así que es IMPORTANTISIMO que cambien todos los números por enlaces (que latex los actualiza según la numeración que esté generando al compilar)",TRUE,"VERIFICADO Cap3 (línea 504) y Cap4 (línea 596): Ambos usan referencia formal '\ref{cap:evaluacion}' que se actualiza automáticamente con la numeración correcta al compilar"
